airline_sentiment,text
positive,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!"
negative,"@united need to work on your #United #flierfriendly program. At the very least, clue in your flight attendants."
negative,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united
negative,@united 's new #flierfriendly is garbage. Just had to cry to get attendant to find a place for my medical supplies with limited overhead
negative,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!
neutral,@united at the gate! IAD to RDU
negative,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule..."
neutral,@United to operated #B767-300ER from #Newark to #Zurich @ZRH_airport replacing B767-400ER between 6MAY-23SEP instead till 23OCT #avgeek
negative,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
neutral,@united Hi! what is the phone number for reservations in Venezuela? Thanks
neutral,@united can I request a ticket change through twitter ?
negative,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues"
neutral,@United to start daily #B777-200ER flights from #Newark to #Milan #Malpensa replacing #B767-400ER on 7APR instead 28MAR #avgeek
neutral,@United to start daily #B777-200ER flights from #Newark to #Frankfurt @airport_fra replacing #B767-400ER on 2JUL #avgeek
positive,@united has the best customer experience via twitter - huge fan!!!
neutral,@united Thank you for your response!
negative,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.
negative,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help"
negative,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR."
positive,@united love the new 1st class breakfast!
negative,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.
negative,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help!"
negative,@united so is the ^JJ standing for Just Joking?  I am not finding the humor.
neutral,@united Left item n the seatback on UA1260. Is there any way to call DCA to ask if they have the item? Already submitted lost &amp; found report
negative,@united at this point I made it home on my own.
neutral,@united I DM'd child's birthdate and full name.
positive,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!
negative,"@united I would like to talk to a customer service agent about the service / non service I received on my last flight a a week or so a go.
J"
negative,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place."
negative,@united it wasn't a comment. It was a question. But thanks for your copy and paste response
neutral,@united Lisa J is amazing the guy not so much.
negative,"@united you failed me last week at IAH. Next intl trip on Delta. Small ual flight from lax booked, that's it!"
negative,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR
positive,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!
neutral,@united two years old.  Birthdate 11/13/2012
negative,@united how about starting without the robotic response?
neutral,@united I already did.
negative,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here."
negative,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck."
negative,"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR"
negative,@united I have been told twice my issue has been resolved and twice it has not been. And when I write an email it bounces?! #worstservice
negative,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500
neutral,@united what would it cost
negative,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
positive,@united Cool. Thank you.
neutral,@united I've got a campus visit in an hour and I'm still wearing the same clothes...
neutral,@United Adopting 2 yr old child from Ethiopia. Flying from ADD to GRR on 2/28.  Need to add child to reservation and get costs.  Help!  Thx
positive,@United I'd like to thank and recognize Terri P at Dulles for going out of her way to get me back on my Raleigh flight
negative,@united as a freq flyer it makes me sad to see cust needing assistance treated so poorly. #ServiceFail
neutral,"@united good morning, any first class upgrades available for ua1619 Feb 25  rsw to ewr? I need 4 seats please"
negative,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice
negative,"@united No, thanks. I'm sick of your company's lousy excuse for customer service. I'm never flying United again."
negative,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?
negative,@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE
negative,@united also forgot add our bag is probably going to just sit in New Jersey because of a missed connection.
negative,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy
negative,.@united Not what's been shared by the pilot with passengers!
